,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.999999999922727,0.9999999969648584,1.0,0.9995915124698332,0.4008046928405046,0.9999999787302003,0.44333466887770245,0.9999603737648747,0.9999999787302003,0.6213692419263186,0.9999603737648747,0.9690125423075124,0.9999603737648747
PartialOrder__Hamming__None,0.999999999922727,1.0,0.9999968271609319,0.9999999999995828,0.9999905817962828,0.5991280490098098,0.9999999999999605,0.643388986510271,0.9999997601718112,0.9999999999999605,0.42187906883600523,0.9999997601718112,0.994767017559539,0.9999997601718112
PartialOrder__Subset__2,0.9999999969648584,0.9999968271609319,1.0,0.9999999494723731,0.9898314189634262,0.1912751188151609,0.9999603737648747,0.21978219162798152,0.9975245186835158,0.9999603737648747,0.8517792631878888,0.9975245186835158,0.8517792631878888,0.9975245186835158
PartialOrder__Subset__None,1.0,0.9999999999995828,0.9999999494723731,1.0,0.9998623848316938,0.4651166784152555,0.9999999989956464,0.5094205407151863,0.9999905817962828,0.9999999989956464,0.5542770893980762,0.9999905817962828,0.9816543100839611,0.9999905817962828
PreOrder__Hamming__2,0.9995915124698332,0.9999905817962828,0.9898314189634262,0.9998623848316938,1.0,0.9574809186251434,0.999999514605018,0.9690125423075124,0.9999999999995828,0.999999514605018,0.08741773927893404,0.9999999999995828,0.999999514605018,0.9999999999995828
PreOrder__Hamming__None,0.4008046928405046,0.5991280490098098,0.1912751188151609,0.4651166784152555,0.9574809186251434,1.0,0.7073906644652708,1.0,0.904435500537061,0.7073906644652708,0.000202869011248219,0.904435500537061,0.9992166671806773,0.904435500537061
PreOrder__Subset__2,0.9999999787302003,0.9999999999999605,0.9999603737648747,0.9999999989956464,0.999999514605018,0.7073906644652708,1.0,0.7476495877387992,0.9999999969648584,1.0,0.3212582042915939,0.9999999969648584,0.9985742647247772,0.9999999969648584
PreOrder__Subset__None,0.44333466887770245,0.643388986510271,0.21978219162798152,0.5094205407151863,0.9690125423075124,1.0,0.7476495877387992,1.0,0.9254505839929961,0.7476495877387992,0.0002702730302780454,0.9254505839929961,0.9995915124698332,0.9254505839929961
br,0.9999603737648747,0.9999997601718112,0.9975245186835158,0.9999905817962828,0.9999999999995828,0.904435500537061,0.9999999969648584,0.9254505839929961,1.0,0.9999999969648584,0.14229106593968943,1.0,0.9999844263185558,1.0
cc,0.9999999787302003,0.9999999999999605,0.9999603737648747,0.9999999989956464,0.999999514605018,0.7073906644652708,1.0,0.7476495877387992,0.9999999969648584,1.0,0.3212582042915939,0.9999999969648584,0.9985742647247772,0.9999999969648584
clr,0.6213692419263186,0.42187906883600523,0.8517792631878888,0.5542770893980762,0.08741773927893404,0.000202869011248219,0.3212582042915939,0.0002702730302780454,0.14229106593968943,0.3212582042915939,1.0,0.14229106593968943,0.015204362605239607,0.14229106593968943
ecc,0.9999603737648747,0.9999997601718112,0.9975245186835158,0.9999905817962828,0.9999999999995828,0.904435500537061,0.9999999969648584,0.9254505839929961,1.0,0.9999999969648584,0.14229106593968943,1.0,0.9999844263185558,1.0
lp,0.9690125423075124,0.994767017559539,0.8517792631878888,0.9816543100839611,0.999999514605018,0.9992166671806773,0.9985742647247772,0.9995915124698332,0.9999844263185558,0.9985742647247772,0.015204362605239607,0.9999844263185558,1.0,0.9999844263185558
mlknn,0.9999603737648747,0.9999997601718112,0.9975245186835158,0.9999905817962828,0.9999999999995828,0.904435500537061,0.9999999969648584,0.9254505839929961,1.0,0.9999999969648584,0.14229106593968943,1.0,0.9999844263185558,1.0
